country,year,status,IF,life_expectancy,adult_mortality,infant_deaths,alcohol,percentage_expenditure,hepatitis_B,measles,BMI,under_five_deaths,polio,total_expenditure,diphtheria,HIV_AIDS,GDP,population,thinness_1_to_19_years,thinness_5_to_9_years,income_composition_of_resources,schooling
Turkmenistan,2004,Developing,Low,63.5,238,6,2.86,186.1,96,1,4,8,98,4.3,97,0.1,1453.92,473398,3.4,3.4,0,10.3
Uganda,2014,Developing,Low,61.5,38,68,0.01,14.17,78,314,18.1,97,82,7.22,78,3.2,719.17,38833338,5.7,5.6,0.483,10
Uganda,2013,Developing,Low,67,325,71,0.01,90.76,78,7878,17.6,103,82,7.47,78,4,662.49,37553726,5.7,5.7,0.478,10
Uganda,2012,Developing,Low,60,339,73,0.01,92.89,78,2027,17.2,109,82,7.58,78,4.6,647.75,3636796,5.8,5.8,0.477,10
Uganda,2011,Developing,Low,59.3,347,76,10.22,94.5,82,3312,16.7,114,82,9.9,82,6.8,584.4,3593648,5.9,5.9,0.477,10.7
Uganda,2010,Developing,Low,58.4,362,79,10.03,116.2,8,1313,16.3,119,79,11.2,8,8,595,33915133,6,6,0.473,10.9
Uganda,2009,Developing,Low,57.5,378,82,9.63,87.05,79,1601,15.9,124,78,8.43,79,8.1,647.18,32771895,6.1,6.1,0.464,10.8
Uganda,2008,Developing,Low,56.3,41,84,9.79,72.85,71,1319,15.6,130,69,9.1,71,8.2,449.69,31663896,6.2,6.2,0.453,10.6
Uganda,2007,Developing,Low,55.5,41,88,9.65,6,73,3776,15.2,137,7,9.76,73,8.4,41.86,359487,6.3,6.3,0.442,10.3
Uganda,2006,Developing,Low,54.9,41,93,9.81,50.84,64,5736,14.8,145,62,9.86,64,8.6,336.46,2955662,6.4,6.4,0.434,10.6
Uganda,2005,Developing,Low,53.2,446,99,10.09,44.53,64,22,14.5,155,59,9.36,64,8.7,315.79,2854394,6.5,6.5,0.429,10.9
Uganda,2004,Developing,Low,51.3,485,104,9.89,36.61,62,141,14.2,164,58,8.9,62,8.9,288.24,27568436,6.6,6.6,0.427,11.6
Ukraine,2014,Developing,High,78,23,4,8.06,5.66,22,0,6.7,5,45,7.1,23,0.2,314.66,45271947,2.3,2.4,0.746,15.2
Ukraine,2013,Developing,Low,71,198,4,8.44,52.43,46,0,6.1,5,72,7.67,76,0.2,429.72,454896,2.3,2.4,0.744,15.2
Ukraine,2012,Developing,High,77,25,5,8.44,453.78,46,12746,59.6,5,72,7.47,76,0.2,3855.42,455933,2.4,2.4,0.739,15.1
Ukraine,2011,Developing,High,75,24,5,8.48,415.16,21,1333,59,5,54,6.98,5,0.2,3569.76,45761,2.4,2.5,0.734,14.9
Ukraine,2010,Developing,Low,69.8,212,5,8.39,375.68,48,39,58.5,6,57,7.81,52,0.2,2965.14,45877,2.4,2.5,0.728,14.9
Ukraine,2009,Developing,Low,69.2,231,5,8.71,324.55,66,0,58,6,74,7.8,71,0.3,2545.48,46533,2.5,2.6,0.734,14.9
Ukraine,2008,Developing,Low,67.7,273,5,9.46,456.46,84,48,57.6,6,91,6.63,9,0.4,3891.38,462582,2.5,2.6,0.73,14.9
Ukraine,2007,Developing,Low,67.5,277,5,8.86,46.2,92,1005,57.2,6,98,6.36,98,0.7,368.69,465935,2.5,2.7,0.723,14.8
Ukraine,2006,Developing,Low,67.7,267,5,7.99,29.38,96,42724,56.8,6,99,6.39,98,0.8,233.19,4678775,2.6,2.7,0.716,14.7
Ukraine,2005,Developing,Low,67,278,5,7.31,217.43,97,2392,56.4,6,95,6.41,96,0.9,1828.72,471515,2.7,2.8,0.707,14.5
Ukraine,2004,Developing,Low,67.4,267,5,6.79,180.35,98,146,56.1,6,99,6.61,99,1,1367.35,474516,2.7,2.8,0.7,14.6
Uruguay,2014,Developing,High,76.8,117,0,6.03,463.64,95,0,63.4,0,95,8.58,95,0.1,16737.9,3419546,1.5,1.4,0.791,15.5
Uruguay,2013,Developing,High,76.8,117,0,5.82,482.8,94,0,62.9,0,94,8.68,94,0.1,16881.26,3485,1.5,1.4,0.788,15.5
Uruguay,2012,Developing,High,76.5,118,0,5.77,339.72,95,0,62.3,0,95,8.74,95,0.1,1592.68,3396777,1.5,1.5,0.784,15.5
Uruguay,2011,Developing,High,77,111,0,5.97,417.91,95,0,61.8,1,95,8.55,95,0.1,14166.5,3385624,1.5,1.5,0.78,15.5
Uruguay,2010,Developing,High,76.3,118,0,6.21,2331.53,95,0,61.2,1,95,8.63,95,0.1,11938.21,3374415,1.5,1.5,0.777,15.6
Uruguay,2009,Developing,High,76.6,118,0,6.67,1871.74,95,0,6.7,1,95,8.78,95,0.1,9415.17,3362755,1.5,1.5,0.774,15.5
Uruguay,2008,Developing,High,76.4,119,1,6.76,24.73,94,0,6.1,1,94,8.17,94,0.1,962.31,335824,1.6,1.5,0.77,15.7
Uruguay,2007,Developing,High,75.4,124,1,6.67,14.47,94,0,59.5,1,94,8.23,94,0.1,79.7,3339741,1.6,1.5,0.76,15.3
Uruguay,2006,Developing,High,76.2,117,1,6.58,1712.23,95,0,58.9,1,95,11.17,95,0.1,5877.88,333143,1.6,1.6,0.756,15.2
Uruguay,2005,Developing,High,75.7,123,1,6.35,152.54,96,0,58.3,1,96,11.15,96,0.1,522.95,3325612,1.6,1.6,0.753,15.5
Uruguay,2004,Developing,High,75.4,122,1,5.66,882.36,94,0,57.7,1,95,11.59,94,0.1,4117.39,332496,1.7,1.6,0.75,15.5
Uzbekistan,2014,Developing,Low,69.2,184,16,0.01,0.44,99,8,43.9,18,99,5.84,99,0.1,25.45,37577,3,3.1,0.69,12.1
Uzbekistan,2013,Developing,Low,69.1,185,17,0.01,19.16,99,0,43,19,99,6.32,99,0.1,197.55,32432,3,3.1,0.681,12
Uzbekistan,2012,Developing,Low,68.8,184,18,0.01,16.71,99,0,42.2,21,99,6.49,99,0.1,174.47,297745,3,3.1,0.673,12
Uzbekistan,2011,Developing,Low,68.5,183,19,2.83,140.69,99,476,41.4,22,99,5.65,99,0.1,1564.97,293394,3,3.1,0.664,12
Uzbekistan,2010,Developing,Low,68.3,183,20,2.73,119.46,99,117,4.7,23,99,5.34,99,0.2,1377.82,285624,3,3.1,0.657,11.9
Uzbekistan,2009,Developing,Low,68,183,21,2.56,92.81,98,0,4,24,99,6.31,98,0.2,1213.27,277674,3.1,3.1,0.651,11.8
Uzbekistan,2008,Developing,Low,67.9,184,22,2.36,13.89,91,2,39.3,25,98,5.92,98,0.3,182.29,27328,3.1,3.1,0.644,11.9
Uzbekistan,2007,Developing,Low,67.8,184,22,2.15,9.29,99,863,38.7,26,98,5.81,96,0.3,83.48,26868,3.1,3.1,0.631,11.8
Uzbekistan,2006,Developing,Low,67.6,185,23,1.96,77.27,98,823,38.1,27,94,5.49,96,0.4,654.28,2648825,3.2,3.2,0.626,11.8
Uzbekistan,2005,Developing,Low,67.3,192,24,1.78,40.13,99,737,37.5,28,99,5.11,99,0.3,546.78,26167,3.2,3.2,0.62,11.7
Uzbekistan,2004,Developing,Low,67.8,183,24,1.59,34.42,99,75,37,29,99,5.11,99,0.3,465.12,2586435,3.2,3.2,0.613,11.6
Vanuatu,2014,Developing,High,71.7,134,0,0.01,564.82,64,10,52.5,0,65,5.2,64,0.1,3148.37,25885,1.5,1.4,0.596,10.8
Vanuatu,2013,Developing,High,71.6,135,0,0.01,447.55,64,0,51.7,0,65,3.92,64,0.1,3167.34,253142,1.5,1.4,0.591,10.8
Vanuatu,2012,Developing,High,71.4,138,0,0.01,427.99,64,0,5.8,0,65,3.7,64,0.1,3158.59,247485,1.5,1.4,0.592,10.8
Vanuatu,2011,Developing,Low,71.2,141,0,0.85,457.97,63,0,49.9,0,65,3.85,65,0.1,3275.92,241871,1.5,1.4,0.591,10.8
Vanuatu,2010,Developing,Low,71,145,0,0.91,471.86,62,0,49.1,0,66,4.71,65,0.1,2965.82,236295,1.5,1.4,0.59,10.8
Vanuatu,2009,Developing,High,78,149,0,0.83,361.09,62,0,48.2,0,66,3.9,66,0.1,2643.44,23785,1.5,1.5,0.589,10.7
Vanuatu,2008,Developing,High,75,153,0,1.18,345.34,61,0,47.4,0,66,3.66,67,0.1,2697.96,22534,1.5,1.5,0.582,10.7
Vanuatu,2007,Developing,High,73,157,0,1.01,342.49,6,0,46.6,0,67,3.67,67,0.1,2393.37,219953,1.6,1.5,0.579,10.7
Vanuatu,2006,Developing,Low,71,161,0,1,43.2,59,0,45.7,0,67,3.96,68,0.1,247.98,214634,1.6,1.5,0.572,10.6
Vanuatu,2005,Developing,Low,69.9,165,0,0.88,337.29,61,3,44.9,0,67,3.87,68,0.1,1886.43,2937,1.6,1.5,0,10.6
Vanuatu,2004,Developing,Low,69.6,169,0,0.85,334.17,63,0,44.1,0,67,4.12,69,0.1,1787.95,24143,1.6,1.5,0,10.7
Zimbabwe,2014,Developing,Low,59.2,371,23,6.5,10.82,91,0,31.3,34,92,6.44,91,6.3,127.47,15411675,5.9,5.7,0.498,10.3
Zimbabwe,2013,Developing,Low,58,399,25,6.39,10.67,95,0,3.8,36,95,6.88,95,6.8,111.23,155456,6.2,6,0.488,10.4
Zimbabwe,2012,Developing,Low,56.6,429,26,6.09,92.6,97,0,3.3,39,95,6.69,95,8.8,955.65,1471826,6.5,6.4,0.464,9.8
Zimbabwe,2011,Developing,Low,54.9,464,28,6,63.75,94,0,29.9,42,93,6.31,93,13.3,839.93,14386649,6.8,6.7,0.452,10.1
Zimbabwe,2010,Developing,Low,52.4,527,29,5.21,53.31,9,9696,29.4,44,89,5.37,89,15.7,713.64,1486317,7.1,7,0.436,10
Zimbabwe,2009,Developing,Low,50,587,30,4.64,1.04,73,853,29,45,69,6.26,73,18.1,65.82,1381599,7.5,7.4,0.419,9.9
Zimbabwe,2008,Developing,Low,48.2,632,30,3.56,20.84,75,0,28.6,46,75,4.96,75,20.5,325.68,13558469,7.8,7.8,0.421,9.7
Zimbabwe,2007,Developing,Low,46.6,67,29,3.88,29.81,72,242,28.2,46,73,4.47,73,23.7,397,1332999,8.2,8.2,0.414,9.6
Zimbabwe,2006,Developing,Low,45.4,7,28,4.57,34.26,68,212,27.9,45,71,5.12,7,26.8,414.8,13124267,8.6,8.6,0.408,9.5
Zimbabwe,2005,Developing,Low,44.6,717,28,4.14,8.72,65,420,27.5,43,69,6.44,68,30.3,444.77,129432,9,9,0.406,9.3
Zimbabwe,2004,Developing,Low,44.3,723,27,4.36,0,68,31,27.1,42,67,7.13,65,33.6,454.37,12777511,9.4,9.4,0.407,9.2
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Vlook up Life Expectancy value,,Sum Adult mortality Developing,,,,,,,,,,,,,,,,,,,,
Lesotho,Low,Lesotho,,5918,,,,,,,,,,,,,,,,,,
France,High,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Hlook up Healthcare expenditure Lesotho,,Max Life expectancy Developing,,,,,,,,,,,,,,,,,,,,
total_expenditure,1.62,Lesotho ,,52.3,,,,,,,,,,,,,,,,,,
,,Minimum Life expectancy Developed,,,,,,,,,,,,,,,,,,,,
,,France,,81,,,,,,,,,,,,,,,,,,
"Xlook up country, year, status",,,,,,,,,,,,,,,,,,,,,,
Germany,2014,Developed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
COUNT IF Developing ,816,,,,,,,,,,,,,,,,,,,,,
